text,clean_text,label,binary_label
"Saya dalam hidup ini juga sering mendapatkan pujian dari keluarga tentang hal-hal baik yang saya lakukan. $Namun, saat 1 keburukan saja disebutkan, maka saya sering memikirkan itu hingga berulang kali.$","saya dalam hidup ini juga sering mendapatkan pujian dari keluarga tentang hal-hal baik yang saya lakukan. $namun, saat 1 keburukan saja disebutkan, maka saya sering memikirkan itu hingga berulang kali.$",Mental filter,Ya
$Saya sering berpikir bahwa saya hanya beruntung$ dan cenderung tidak puas walaupun diterima di perguruan tinggi karena pada awalnya saya merasa minder dengan jurusan ataupun fakultas saya,$saya sering berpikir bahwa saya hanya beruntung$ dan cenderung tidak puas walaupun diterima di perguruan tinggi karena pada awalnya saya merasa minder dengan jurusan ataupun fakultas saya,Discounting the positives,Ya
"saat SMA dalam presentasi kelompok kami gagal dalam presentasi. meskipun semua orang dalam kelompok berusaha dengan baik, namun saya merasa itu semua karena saya","saat sma dalam presentasi kelompok kami gagal dalam presentasi. meskipun semua orang dalam kelompok berusaha dengan baik, namun saya merasa itu semua karena saya",Personalization and Blame,Ya
$Saya pernah mendapatkan pujian dari orang yang telah saya bantu tetapi ada orang yang mengatakan saya cuman cari perhatian dan saya terus memikirkan hal tersebut$,$saya pernah mendapatkan pujian dari orang yang telah saya bantu tetapi ada orang yang mengatakan saya cuman cari perhatian dan saya terus memikirkan hal tersebut$,Mental filter,Ya
Menyapa guru yang kenal akrab namun pernah satu waktu sapaan saya tidak digubris. $Saya terus berprasangka dalam diri dan bertanya-tanya apakah saya membuat kesalahan$. Tapi ternyata itu karena beliau tidak mendengar suara saya akibat dari memikirkan sesuatu yang perlu fokus lebih,menyapa guru yang kenal akrab namun pernah satu waktu sapaan saya tidak digubris. $saya terus berprasangka dalam diri dan bertanya-tanya apakah saya membuat kesalahan$. tapi ternyata itu karena beliau tidak mendengar suara saya akibat dari memikirkan sesuatu yang perlu fokus lebih,Mind Reading,Ya
Ketika saya banyak dipuji atau banyak didekati padahal saya selama ini tidak banyak didekati. $Saya cenderung berpikir negatif bahwasannya pasti ada sesuatu hal yang mereka inginkan dari saya.$,ketika saya banyak dipuji atau banyak didekati padahal saya selama ini tidak banyak didekati. $saya cenderung berpikir negatif bahwasannya pasti ada sesuatu hal yang mereka inginkan dari saya.$,Mind Reading,Ya
Suatu ketika saya pernah ikut pertandingan volli dan dalam tim itu saya ikut bermain dan disitu saya dalam keadaan kurang enak badan tetapi memaksakan untuk ikut namun ternyata kami harus menerima kekalahan dan $saya merasa penyebab tim kami kalah adalah saya karena memaksakan diri untuk ikut$,suatu ketika saya pernah ikut pertandingan volli dan dalam tim itu saya ikut bermain dan disitu saya dalam keadaan kurang enak badan tetapi memaksakan untuk ikut namun ternyata kami harus menerima kekalahan dan $saya merasa penyebab tim kami kalah adalah saya karena memaksakan diri untuk ikut$,Personalization and Blame,Ya
"saat mengikuti lomba web, saya salah mempresentasikan web yang saya buat, sehingga itu membuat Tim saya dikurangi poin nya, saya menyalahkan diri saya sendiri dan berasumsi bahwa skill saya masih rendah dalam pembuatan website","saat mengikuti lomba web, saya salah mempresentasikan web yang saya buat, sehingga itu membuat tim saya dikurangi poin nya, saya menyalahkan diri saya sendiri dan berasumsi bahwa skill saya masih rendah dalam pembuatan website",No Distortion,Tidak
Saya kadang berpikiran yg sifatnya harus atau seharusnya sebagai bentuk penyesalan,saya kadang berpikiran yg sifatnya harus atau seharusnya sebagai bentuk penyesalan,No Distortion,Tidak
"pernah suatu waktu saya mengalami masalah keuangan yang cukup serius. Saya terlambat membayar tagihan utama saya karena masalah yang tidak terduga. Awalnya, saya merasa ini hanya situasi sementara dan tidak akan berdampak besar. Namun, ketika tagihan berikutnya tiba, saya merasa bahwa ini adalah awal dari kejadian negatif yang lebih besar dalam keuangan saya.

Pikiran saya terus-menerus $meresahkan saya bahwa saya akan terus mengalami kesulitan keuangan dan tidak akan pernah bisa mengatasi masalah ini.$ Saya merasa seperti terjebak dalam lingkaran negatif.

Namun, saya akhirnya menyadari bahwa pemikiran ini hanya membuat situasi saya semakin buruk. Saya memutuskan untuk mencari solusi, seperti berbicara dengan kreditur untuk merundingkan pembayaran atau mencari pekerjaan sampingan. Dengan berusaha dan bersikap tegas menghadapi masalah keuangan saya, saya akhirnya bisa mengatasi masalah ini dan memperbaiki keadaan keuangan saya.","pernah suatu waktu saya mengalami masalah keuangan yang cukup serius. saya terlambat membayar tagihan utama saya karena masalah yang tidak terduga. awalnya, saya merasa ini hanya situasi sementara dan tidak akan berdampak besar. namun, ketika tagihan berikutnya tiba, saya merasa bahwa ini adalah awal dari kejadian negatif yang lebih besar dalam keuangan saya. pikiran saya terus-menerus $meresahkan saya bahwa saya akan terus mengalami kesulitan keuangan dan tidak akan pernah bisa mengatasi masalah ini.$ saya merasa seperti terjebak dalam lingkaran negatif. namun, saya akhirnya menyadari bahwa pemikiran ini hanya membuat situasi saya semakin buruk. saya memutuskan untuk mencari solusi, seperti berbicara dengan kreditur untuk merundingkan pembayaran atau mencari pekerjaan sampingan. dengan berusaha dan bersikap tegas menghadapi masalah keuangan saya, saya akhirnya bisa mengatasi masalah ini dan memperbaiki keadaan keuangan saya.",Overgeneralization,Ya
Saaat memecahkan atau mendapat suatu masalah untuk mencari jalan keluarnya di suatu rapat atau perkumpulan pada saat itu $saya merasa takut saat masalah tersebut tidak mendapatkan titik terang karena saya takut di cap tidak mampu dalam mengatasi sebuah masalah$,saaat memecahkan atau mendapat suatu masalah untuk mencari jalan keluarnya di suatu rapat atau perkumpulan pada saat itu $saya merasa takut saat masalah tersebut tidak mendapatkan titik terang karena saya takut di cap tidak mampu dalam mengatasi sebuah masalah$,Mind Reading,Ya
saya sering berpikiran negatif terhadap seseorang tergantung dari cara dan tempatnya bersosialisasi serta dari penampilan semata,saya sering berpikiran negatif terhadap seseorang tergantung dari cara dan tempatnya bersosialisasi serta dari penampilan semata,No Distortion,Tidak
Semua hasil yg kita lakukan adalah hasil usaha kita.,semua hasil yg kita lakukan adalah hasil usaha kita.,No Distortion,Tidak
"Suatu peristiwa dalam hidup saya ketika saya memiliki pemikiran yang menyaring informasi negatif sebagai fokus sudut pandang saya adalah ketika saya mengikuti sebuah kompetisi debat tingkat sekolah 

Sebelum kompetisi dimulai, saya merasa sangat gugup dan khawatir bahwa saya tidak akan mampu bersaing dengan peserta lain yang lebih berpengalaman. Saya terus memikirkan bagaimana pesaing saya mungkin memiliki kelebihan dan kualitas yang lebih baik daripada saya.

Ketika kompetisi dimulai, saya mulai memperhatikan setiap kesalahan dan kekurangan yang saya lakukan selama berpidato. Saya terus membandingkan diri saya dengan peserta lain dan merasa bahwa $saya tidak sebaik mereka.$ Pikiran negatif ini membuat saya semakin tidak percaya diri dan sulit untuk fokus pada pidato saya sendiri.

Namun, setelah beberapa waktu, saya menyadari bahwa pemikiran negatif ini hanya menghalangi kemampuan saya untuk berkembang dan tampil sebaik mungkin. Saya menyadari bahwa setiap peserta pasti memiliki kelemahan dan kesalahan, dan itu adalah bagian dari proses belajar dan tumbuh.

Saya kemudian mengubah sudut pandang saya dan mulai fokus pada hal-hal positif yang saya lakukan selama pidato. Saya memperhatikan kemajuan yang telah saya capai sejak awal persiapan hingga saat ini, dan itu memberi saya kepercayaan diri yang lebih besar.

Saat berbicara dengan para peserta lain setelah kompetisi, saya menyadari bahwa banyak dari mereka juga memiliki pemikiran yang sama. Mereka juga merasa tidak cukup baik atau khawatir tentang kesalahan yang mereka buat. Kami saling mendukung dan mengingatkan satu sama lain bahwa kompetisi adalah kesempatan untuk belajar dan tumbuh, bukan hanya tentang hasil akhir.

Peristiwa ini mengajarkan saya pentingnya mengubah sudut pandang negatif menjadi positif. Saya belajar untuk fokus pada kemajuan yang telah saya capai dan untuk tidak membandingkan diri saya dengan orang lain. Saya menyadari bahwa setiap individu memiliki perjalanan dan proses belajar yang berbeda, dan yang terpenting adalah berusaha melakukan yang terbaik yang kita bisa.","suatu peristiwa dalam hidup saya ketika saya memiliki pemikiran yang menyaring informasi negatif sebagai fokus sudut pandang saya adalah ketika saya mengikuti sebuah kompetisi debat tingkat sekolah sebelum kompetisi dimulai, saya merasa sangat gugup dan khawatir bahwa saya tidak akan mampu bersaing dengan peserta lain yang lebih berpengalaman. saya terus memikirkan bagaimana pesaing saya mungkin memiliki kelebihan dan kualitas yang lebih baik daripada saya. ketika kompetisi dimulai, saya mulai memperhatikan setiap kesalahan dan kekurangan yang saya lakukan selama berpidato. saya terus membandingkan diri saya dengan peserta lain dan merasa bahwa $saya tidak sebaik mereka.$ pikiran negatif ini membuat saya semakin tidak percaya diri dan sulit untuk fokus pada pidato saya sendiri. namun, setelah beberapa waktu, saya menyadari bahwa pemikiran negatif ini hanya menghalangi kemampuan saya untuk berkembang dan tampil sebaik mungkin. saya menyadari bahwa setiap peserta pasti memiliki kelemahan dan kesalahan, dan itu adalah bagian dari proses belajar dan tumbuh. saya kemudian mengubah sudut pandang saya dan mulai fokus pada hal-hal positif yang saya lakukan selama pidato. saya memperhatikan kemajuan yang telah saya capai sejak awal persiapan hingga saat ini, dan itu memberi saya kepercayaan diri yang lebih besar. saat berbicara dengan para peserta lain setelah kompetisi, saya menyadari bahwa banyak dari mereka juga memiliki pemikiran yang sama. mereka juga merasa tidak cukup baik atau khawatir tentang kesalahan yang mereka buat. kami saling mendukung dan mengingatkan satu sama lain bahwa kompetisi adalah kesempatan untuk belajar dan tumbuh, bukan hanya tentang hasil akhir. peristiwa ini mengajarkan saya pentingnya mengubah sudut pandang negatif menjadi positif. saya belajar untuk fokus pada kemajuan yang telah saya capai dan untuk tidak membandingkan diri saya dengan orang lain. saya menyadari bahwa setiap individu memiliki perjalanan dan proses belajar yang berbeda, dan yang terpenting adalah berusaha melakukan yang terbaik yang kita bisa.",Labeling,Ya
"Saat disuruh oleh orang tua saya untuk memasak makanan, saya mengalami peristiwa yang menurut saya cukup membuat saya merasa membuat kesalahan. Seperti disaat saya membuat sayuran & Ifu Mie Telur Seafood, seharusnya saya menambahkan garam dan sedikit MSG kepada masakan saya tetapi saya lupa untuk menambahkan bahan makanan tersebut alhasil makanan itu hambar.","saat disuruh oleh orang tua saya untuk memasak makanan, saya mengalami peristiwa yang menurut saya cukup membuat saya merasa membuat kesalahan. seperti disaat saya membuat sayuran & ifu mie telur seafood, seharusnya saya menambahkan garam dan sedikit msg kepada masakan saya tetapi saya lupa untuk menambahkan bahan makanan tersebut alhasil makanan itu hambar.",No Distortion,Tidak
Saya pas sesi kritik selalu fokus ke hal negatif dan hal positifnya tidak saya pikirkan,saya pas sesi kritik selalu fokus ke hal negatif dan hal positifnya tidak saya pikirkan,No Distortion,Tidak
Saat ingin membully teman walaupun bermaksud bercanda tpi selalu kepikiran kalau nanti dia menjadi villain,saat ingin membully teman walaupun bermaksud bercanda tpi selalu kepikiran kalau nanti dia menjadi villain,No Distortion,Tidak
Ketika ayah saya masuk penjara saat berjudi yang telah menjual rumah .,ketika ayah saya masuk penjara saat berjudi yang telah menjual rumah .,No Distortion,Tidak
Saya pernah mendapatkan nilai yg bagus di salah satu pelajaran di SMA namun $saya belum merasa puas di karenakan saya pernah gagal saat olimpiade di mata pelajaran tersebut$,saya pernah mendapatkan nilai yg bagus di salah satu pelajaran di sma namun $saya belum merasa puas di karenakan saya pernah gagal saat olimpiade di mata pelajaran tersebut$,Discounting the positives,Ya
"ketika saya bertanding di final pada laga kejuaraan karate badung dan saya gagal dalam meraih juara 1. saya berfikir, $seharusnya saya lebih semangat dan berpower lagi agar saya bisa meraih juara 1$","ketika saya bertanding di final pada laga kejuaraan karate badung dan saya gagal dalam meraih juara 1. saya berfikir, $seharusnya saya lebih semangat dan berpower lagi agar saya bisa meraih juara 1$",Should statement,Ya
"Aku merasa kalau teman-temanku tidak mengundangku secara eksplisit, berarti aku tidak diterima.","aku merasa kalau teman-temanku tidak mengundangku secara eksplisit, berarti aku tidak diterima.",Emotional Reasoning,Ya
"Di desa saya dulu ada dua kelompok pertemanan, nah saya berada di salah satunya. Saat itu saya menganggap bahwa klp lain itu buruk dan lain sebagainya. Memang saat itu kami agak tidak akur","di desa saya dulu ada dua kelompok pertemanan, nah saya berada di salah satunya. saat itu saya menganggap bahwa klp lain itu buruk dan lain sebagainya. memang saat itu kami agak tidak akur",All-or-nothing,Ya
"Ketika saya menerima banyak komentar, $kadang saya tidak terlalu memperdulikan komentar yang positif, tetapi lebih berfokus pada hal yang negatif.$","ketika saya menerima banyak komentar, $kadang saya tidak terlalu memperdulikan komentar yang positif, tetapi lebih berfokus pada hal yang negatif.$",Mental filter,Ya
Saya pernah mengalami perundungan semasa smp karena memiliki warna kulit yang cenderung lebih gelap (sawo matang). $Saya berpikir mungkin saya akan dirundung lagi oleh teman baru di SMA$,saya pernah mengalami perundungan semasa smp karena memiliki warna kulit yang cenderung lebih gelap (sawo matang). $saya berpikir mungkin saya akan dirundung lagi oleh teman baru di sma$,Overgeneralization,Ya
"Tentu, suatu saat saya mengalami situasi di mana saya secara berlebihan fokus pada informasi negatif. Ketika saya sedang mencari pekerjaan untuk biaya sekolah, saya mendapatkan panggilan wawancara untuk dua perusahaan yang berbeda.","tentu, suatu saat saya mengalami situasi di mana saya secara berlebihan fokus pada informasi negatif. ketika saya sedang mencari pekerjaan untuk biaya sekolah, saya mendapatkan panggilan wawancara untuk dua perusahaan yang berbeda.",No Distortion,Tidak
"Saya pernah berpikiran $tidak akan mendapat kesempatan beasiswa$, pada akhirnya hal tersebut terjadi","saya pernah berpikiran $tidak akan mendapat kesempatan beasiswa$, pada akhirnya hal tersebut terjadi",Fortune-telling,Ya
pernah suatu kali saya menerima umpan balik kritis tentang proyek yang telah saya kerjakan dengan baik dalam waktu yang lama. $Saya sepenuhnya memusatkan perhatian saya pada kritik tersebut dan merasa semua usaha saya tidak berarti.$ Saya melupakan semua pencapaian positif dalam proyek tersebut dan hanya terobsesi dengan komentar negatif tersebut. Hal ini membuat saya merasa sangat frustrasi dan tidak menghargai kerja keras saya.,pernah suatu kali saya menerima umpan balik kritis tentang proyek yang telah saya kerjakan dengan baik dalam waktu yang lama. $saya sepenuhnya memusatkan perhatian saya pada kritik tersebut dan merasa semua usaha saya tidak berarti.$ saya melupakan semua pencapaian positif dalam proyek tersebut dan hanya terobsesi dengan komentar negatif tersebut. hal ini membuat saya merasa sangat frustrasi dan tidak menghargai kerja keras saya.,Mental filter,Ya
"Saya cukup perfeksionis, sehingga dalam situasi apapun saya selalu mencari kekurangan dalam performa saya","saya cukup perfeksionis, sehingga dalam situasi apapun saya selalu mencari kekurangan dalam performa saya",No Distortion,Tidak
Sejauh ini saya merasa belum pernah membesar besarkan suatu hal karena saya termasuk orang yang cepat mengikhlaskan sebuah masalah,sejauh ini saya merasa belum pernah membesar besarkan suatu hal karena saya termasuk orang yang cepat mengikhlaskan sebuah masalah,No Distortion,Tidak
Saya pernah dapat teguran dari guru smk saya dan saya terus mengingat itu,saya pernah dapat teguran dari guru smk saya dan saya terus mengingat itu,No Distortion,Tidak
"$Saat gagal UTBK 2023 saya selalu berpikir “kayaknya aku gabakal
lolos di PTN dehh”$",$saat gagal utbk 2023 saya selalu berpikir “kayaknya aku gabakal lolos di ptn dehh”$,Overgeneralization,Ya
"Saya pernah mengalami kejadian seperti di contoh, yakni $kurang puas dalam ip yang didapat karna hampir semua mendapat ip yang tinggi$","saya pernah mengalami kejadian seperti di contoh, yakni $kurang puas dalam ip yang didapat karna hampir semua mendapat ip yang tinggi$",Discounting the positives,Ya
Saya lebih memilih untuk tidak meperdulikannya,saya lebih memilih untuk tidak meperdulikannya,No Distortion,Tidak
Saya kecewa dan merasa gagal sebagai mahasiswa.,saya kecewa dan merasa gagal sebagai mahasiswa.,Magnification or Minimization,Ya
"$saya mendapat nilai rendah di tengah semester, tetapi berhasil dengan baik di ujian akhir. Ia berpikir, ""Ada kesalahan besar dalam perjalanan kuliahku.""$","$saya mendapat nilai rendah di tengah semester, tetapi berhasil dengan baik di ujian akhir. ia berpikir, ""ada kesalahan besar dalam perjalanan kuliahku.""$",Magnification or Minimization,Ya
ketika $saya berpikir harus menjadi sukses dan membahagiakan keluarga saya nanti$,ketika $saya berpikir harus menjadi sukses dan membahagiakan keluarga saya nanti$,Should statement,Ya
"Pernah mengalami, ketika bertemu dengan teman lama dan saya menyapa tapi dia menyapa balik, jadi sekarang saya lebih menunggu orang menyapa saya terlebih dahulu","pernah mengalami, ketika bertemu dengan teman lama dan saya menyapa tapi dia menyapa balik, jadi sekarang saya lebih menunggu orang menyapa saya terlebih dahulu",No Distortion,Tidak
"Saya pernah gagal berbisnis dengan rekan saya, namun saya merasa itu karena saha yang belum bisa menjalankwn bisnis","saya pernah gagal berbisnis dengan rekan saya, namun saya merasa itu karena saha yang belum bisa menjalankwn bisnis",No Distortion,Tidak
Saya tidak pernah punya teman yang bertahan lama dengan saya. Kami hanya kontak satu sama lain jika ada keperluan saja.,saya tidak pernah punya teman yang bertahan lama dengan saya. kami hanya kontak satu sama lain jika ada keperluan saja.,No Distortion,Tidak
"Ketika harus menyelesaikan tugas , pikiran ""harus"" terus membayangi saya. Saya merasa terjebak dalam ekspektasi sendiri dan tekanan untuk mencapai nilai yg bagus. Akhirnya, saya menyadari pentingnya memberi diri izin untuk belajar dari proses dan menerima bahwa keberhasilan tidak selalu terukur oleh seberapa sempurna sesuatu diselesaikan.","ketika harus menyelesaikan tugas , pikiran ""harus"" terus membayangi saya. saya merasa terjebak dalam ekspektasi sendiri dan tekanan untuk mencapai nilai yg bagus. akhirnya, saya menyadari pentingnya memberi diri izin untuk belajar dari proses dan menerima bahwa keberhasilan tidak selalu terukur oleh seberapa sempurna sesuatu diselesaikan.",No Distortion,Tidak
Saya pernah berusaha mendekatkan diri pada ayah saya namun gagal dan $saya berfikir sampai hari ini tidak akan pernah bisa dekat dengan beliau seperti layaknya hubungan ayah dan anak lainnya melihat dari sifat saya dan beliau sama. Sama-sama cuek dan kaku.$,saya pernah berusaha mendekatkan diri pada ayah saya namun gagal dan $saya berfikir sampai hari ini tidak akan pernah bisa dekat dengan beliau seperti layaknya hubungan ayah dan anak lainnya melihat dari sifat saya dan beliau sama. sama-sama cuek dan kaku.$,Mind Reading,Ya
"Saya pernah menjadi kepala divisi humas pada suatu acara, lalu saya berpikir saya akan mendapatkan banyak sponsor, akan tetapi semua sponsor menolak untuk bekerja sama","saya pernah menjadi kepala divisi humas pada suatu acara, lalu saya berpikir saya akan mendapatkan banyak sponsor, akan tetapi semua sponsor menolak untuk bekerja sama",No Distortion,Tidak
Pernah cekcok gara gara masalh sepele dan malah menjadi ricuh sampek baku hantam dan berujung saya yg menang hehehe,pernah cekcok gara gara masalh sepele dan malah menjadi ricuh sampek baku hantam dan berujung saya yg menang hehehe,No Distortion,Tidak
Saya mulai berfikir bahwa saya mungkin tidak memiliki keterampilan yang cukup atau bahwa saya tidak cocok untu pekerjaan yang saya ingin kan.,saya mulai berfikir bahwa saya mungkin tidak memiliki keterampilan yang cukup atau bahwa saya tidak cocok untu pekerjaan yang saya ingin kan.,No Distortion,Tidak
"$Merasa orang membenci saya hanya dari tatapannya$, padahal mungkin karena tatapannya memang jutek ke semua orang.","$merasa orang membenci saya hanya dari tatapannya$, padahal mungkin karena tatapannya memang jutek ke semua orang.",Mind Reading,Ya
"$Saya selalu merasa saya dilihat orang itu aneh, karena badan saya yang besar$, saya merasa menjadi pusat perhatian","$saya selalu merasa saya dilihat orang itu aneh, karena badan saya yang besar$, saya merasa menjadi pusat perhatian",Mind Reading,Ya
"saya dan teman saya pernah mengikuti lomba yang dimana hrusnya lomba tersebut untuk anak-anak jurusan ipa, karena teman saya kekurangan anggota maka dia mengajak saya untuk bergabung sedangkn saya berbeda jurusan dengan mereka dimana saya mengambil jurusan ips. karena saya tidak enak untuk menolak maka saya menerima ajakan dari teman saya, setelah mengikuti lomba dan hasil keluar. saya dan teman saya dinyatakan tidak juara maupun masuk 5 besar, $menurut saya kekalahan tersebut terjadi krena saya berbeda dengan mereka dikarenakan saya kurang menguasai materi dari jurusan ipa$","saya dan teman saya pernah mengikuti lomba yang dimana hrusnya lomba tersebut untuk anak-anak jurusan ipa, karena teman saya kekurangan anggota maka dia mengajak saya untuk bergabung sedangkn saya berbeda jurusan dengan mereka dimana saya mengambil jurusan ips. karena saya tidak enak untuk menolak maka saya menerima ajakan dari teman saya, setelah mengikuti lomba dan hasil keluar. saya dan teman saya dinyatakan tidak juara maupun masuk 5 besar, $menurut saya kekalahan tersebut terjadi krena saya berbeda dengan mereka dikarenakan saya kurang menguasai materi dari jurusan ipa$",Personalization and Blame,Ya
"$Saya dlu sering dianggap sebagai anak yang baik dan polos, tetapi pada akhirnya ada seseorang yang bilang kalau saya judes dan sombong sehingga membuat saya kepikiran dengan kata"" tersebut$","$saya dlu sering dianggap sebagai anak yang baik dan polos, tetapi pada akhirnya ada seseorang yang bilang kalau saya judes dan sombong sehingga membuat saya kepikiran dengan kata"" tersebut$",Mental filter,Ya
"Setelah saya menampilkan bakat saya di ajang jegeg bagus FMIPA 2023 saya mengatakan pada diri "" $Seharusnya saya tidak membuat banyak kesalahan$ "".saya merasa malas berlatih dan mempersiapkan diri selama beberapa waktu ini.","setelah saya menampilkan bakat saya di ajang jegeg bagus fmipa 2023 saya mengatakan pada diri "" $seharusnya saya tidak membuat banyak kesalahan$ "".saya merasa malas berlatih dan mempersiapkan diri selama beberapa waktu ini.",Should statement,Ya
"Teman saya tidak memperhatikan saya. Dan $saya berfikir ""saya tidak pernah cukup menjadi orang yang menguntungkan mereka sehingga mereka tidak terlalu peduli dengan saya. ""$","teman saya tidak memperhatikan saya. dan $saya berfikir ""saya tidak pernah cukup menjadi orang yang menguntungkan mereka sehingga mereka tidak terlalu peduli dengan saya. ""$",Mind Reading,Ya
Saya perna menunda-nunda belajar dan pada tiba ulangan saya berpikir seharusnya saya tadi malam belajar,saya perna menunda-nunda belajar dan pada tiba ulangan saya berpikir seharusnya saya tadi malam belajar,No Distortion,Tidak
Pernah merasa diri kurang dan melakukan sebuah kesalahan dimana pada nilai matematika pada semester sekarang karena pada semester sebelumnnya memiliki nilai yang lebih tinggi.,pernah merasa diri kurang dan melakukan sebuah kesalahan dimana pada nilai matematika pada semester sekarang karena pada semester sebelumnnya memiliki nilai yang lebih tinggi.,No Distortion,Tidak
"Seperti di contoh saya juga pernah merasakan hal yang sama, $saya pernah merasakan nhlai yang saya raih itu bukan hal yang patut dibanggakan, hal tersebut dikarenakan soalnya yang mudah$","seperti di contoh saya juga pernah merasakan hal yang sama, $saya pernah merasakan nhlai yang saya raih itu bukan hal yang patut dibanggakan, hal tersebut dikarenakan soalnya yang mudah$",Discounting the positives,Ya
"Salah satu peristiwa dalam hidup saya ketika saya menghadapi pemutusan hubungan asmara yang sangat emosional. Saat itu, saya merasa sangat hancur dan terluka oleh akhir hubungan tersebut. Saya cenderung membesar-besarkan kesalahan-kesalahan yang saya yakini telah saya lakukan dalam hubungan itu. $Saya merasa bahwa saya adalah penyebab utama dari kegagalan hubungan tersebut$, dan ini membuat saya merasa tidak berharga dan tidak pantas untuk hubungan yang lebih baik di masa depan.","salah satu peristiwa dalam hidup saya ketika saya menghadapi pemutusan hubungan asmara yang sangat emosional. saat itu, saya merasa sangat hancur dan terluka oleh akhir hubungan tersebut. saya cenderung membesar-besarkan kesalahan-kesalahan yang saya yakini telah saya lakukan dalam hubungan itu. $saya merasa bahwa saya adalah penyebab utama dari kegagalan hubungan tersebut$, dan ini membuat saya merasa tidak berharga dan tidak pantas untuk hubungan yang lebih baik di masa depan.",Personalization and Blame,Ya
"temanku jatoh dr motor gara gara licin , sblm itu saya yang nantang bawa motor jd mrasa bersalah.","temanku jatoh dr motor gara gara licin , sblm itu saya yang nantang bawa motor jd mrasa bersalah.",No Distortion,Tidak
"Saat saya presentasi, $saya tidak dapat memandang audience saya karena saya berpikir bahwa saya tidak memiliki kualitas yang baik dan saya menganggap bahwa audience saya menertawakan saya$","saat saya presentasi, $saya tidak dapat memandang audience saya karena saya berpikir bahwa saya tidak memiliki kualitas yang baik dan saya menganggap bahwa audience saya menertawakan saya$",Mind Reading,Ya
"bibi saya meninggal karena sakit, saat itu saya ijin pergi ke toilet dan bibi saya dijaga oleh adiknya, $bibi saya meninggal saat saya pergi ke toilet, seharusnya saya tidak kesana.$","bibi saya meninggal karena sakit, saat itu saya ijin pergi ke toilet dan bibi saya dijaga oleh adiknya, $bibi saya meninggal saat saya pergi ke toilet, seharusnya saya tidak kesana.$",Should statement,Ya
"Saya menerima banyak Pujian dari teman teman saya atas bakat saya dalam bermain alat musik, namun ada satu teman saya yg berkomentar terhadap skil musik saya. $Saya terus memikirkan komentar negatif tersebut dan mengabaikan banyak pujian$","saya menerima banyak pujian dari teman teman saya atas bakat saya dalam bermain alat musik, namun ada satu teman saya yg berkomentar terhadap skil musik saya. $saya terus memikirkan komentar negatif tersebut dan mengabaikan banyak pujian$",Mental filter,Ya
Aku pernah Menggangap $Suatu keberhasilan ku Hanya Hal Biasa Karena Teman teman Saya juga mendapatkan hal Yg sma Seperti aku$ dan aku berpikir itu biasa Aja Namun saya Tidak Memahami bahwa Keberhasilan yg saya dapat adalah hal positif,aku pernah menggangap $suatu keberhasilan ku hanya hal biasa karena teman teman saya juga mendapatkan hal yg sma seperti aku$ dan aku berpikir itu biasa aja namun saya tidak memahami bahwa keberhasilan yg saya dapat adalah hal positif,Discounting the positives,Ya
orang tua meira bercerai dan meira merasa dialah yang menjadi penyebab bercerai nya orang tuanya,orang tua meira bercerai dan meira merasa dialah yang menjadi penyebab bercerai nya orang tuanya,No Distortion,Tidak
Saya memiliki nilai kecil akuntansi. $Berarti saya memang tidak pandai akuntansi.$,saya memiliki nilai kecil akuntansi. $berarti saya memang tidak pandai akuntansi.$,Labeling,Ya
$Seharusnya aku pulang lebih awal supaya bisa bersih-bersih dan gak dimarahin ibu$,$seharusnya aku pulang lebih awal supaya bisa bersih-bersih dan gak dimarahin ibu$,Should statement,Ya
denial adalah hal yang cukup sering saya lakukan untuk tetap menjaga mindset dan pemikiran saya agar mau terus berkembang. takut akan sifat sombong saya lebih memilih untuk merendahkan pemikiran saya dari pada harus mengapresiasi segalanya. saya menetapkan standarisasi dan gol tersendiri pada diri saya atas segala hal yang saya ambil. ini adalah hal negatif yang selalu saya lakukan ketika mendapatkan pencapaian. pemikiran ini adalah pemikiran toxic yang harus di hapuskan tapi hanya dengan ini saya bisa menjaga tetap kestabilan mindset dan pemikiran saya,denial adalah hal yang cukup sering saya lakukan untuk tetap menjaga mindset dan pemikiran saya agar mau terus berkembang. takut akan sifat sombong saya lebih memilih untuk merendahkan pemikiran saya dari pada harus mengapresiasi segalanya. saya menetapkan standarisasi dan gol tersendiri pada diri saya atas segala hal yang saya ambil. ini adalah hal negatif yang selalu saya lakukan ketika mendapatkan pencapaian. pemikiran ini adalah pemikiran toxic yang harus di hapuskan tapi hanya dengan ini saya bisa menjaga tetap kestabilan mindset dan pemikiran saya,No Distortion,Tidak
"Setelah saya putus ddngan pacar, $saya berpikir bahwa laki-laki yang loyal akan sulit dicari karena merasa bahwa mantan saya adalah satu-satunya cowo yg saya idamankan dan akan langgeng,$ pas dengan hal itu membuat saya tidak peduli dengan diri sendiri dan jarang merawat diri karena stress","setelah saya putus ddngan pacar, $saya berpikir bahwa laki-laki yang loyal akan sulit dicari karena merasa bahwa mantan saya adalah satu-satunya cowo yg saya idamankan dan akan langgeng,$ pas dengan hal itu membuat saya tidak peduli dengan diri sendiri dan jarang merawat diri karena stress",All-or-nothing,Ya
