text,clean_text,label,label_final,binary_label,label_merge
"$saya pernah menganggap seseorang aneh dan freak$ karena caranya berbicara yang aneh, dan sksd","$saya pernah menganggap seseorang aneh dan freak$ karena caranya berbicara yang aneh, dan sksd",Labeling,All-or-nothing,Ya,Labeling → Ya
"Ketika $saya berfokus pada komentar negatif terhadap karya saya, daripada berfokus pada masukan dan saran yang positif ataupun perkembangan saya dalam berkarya$","ketika $saya berfokus pada komentar negatif terhadap karya saya, daripada berfokus pada masukan dan saran yang positif ataupun perkembangan saya dalam berkarya$",Mental filter,Mental filter,Ya,Mental filter → Ya
Saya gagal karena tidak mendapatkan nilai yang baik,saya gagal karena tidak mendapatkan nilai yang baik,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saat saya melakukan kesalahan dalam belajar biasanya berimbas ke pelajaran lain,saat saya melakukan kesalahan dalam belajar biasanya berimbas ke pelajaran lain,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Dalam suatu pertandingan performa saya cukup baik tapi $saya berpikir bahwa bukan hanya saya yang memiliki performa yang baik tetapi yang lain juga.$,dalam suatu pertandingan performa saya cukup baik tapi $saya berpikir bahwa bukan hanya saya yang memiliki performa yang baik tetapi yang lain juga.$,Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"Saya pernah menjadi juara satu lomba cerdas cermat bersama 2 orang tim saya. Waktu itu perasaan saya campur aduk, $saya rasa kami menang karena memang soal cerdas cermatnya hanya pengetahuan umum yang mungkin anak SD juga tahu.$","saya pernah menjadi juara satu lomba cerdas cermat bersama 2 orang tim saya. waktu itu perasaan saya campur aduk, $saya rasa kami menang karena memang soal cerdas cermatnya hanya pengetahuan umum yang mungkin anak sd juga tahu.$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"pada saat saya melakukan kkn ada salah satu anak yg tidak mau bergantian ketika mencuci pakain sedangkan kota disana harus menghemat air, hal itu membuat $saya berpikir bahwa dia egois$","pada saat saya melakukan kkn ada salah satu anak yg tidak mau bergantian ketika mencuci pakain sedangkan kota disana harus menghemat air, hal itu membuat $saya berpikir bahwa dia egois$",Labeling,All-or-nothing,Ya,Labeling → Ya
"Pernah dapat nilai rendah dalam matematika, setelah itu aku selalu takut setiap ujian matematika atau apapun yg ada hitungannya","pernah dapat nilai rendah dalam matematika, setelah itu aku selalu takut setiap ujian matematika atau apapun yg ada hitungannya",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya mencapai rank tertinggi pada sebuah game namun saya merasa itu bukan hal yg positif, karena bermain game hingga rank tinggi dan tidak mendapatkan apa-apa dari game tersebut $menurut saya adalah hal yang sia-sia, karena banyak orang yang sudah mencapai rank tersebut$","saya mencapai rank tertinggi pada sebuah game namun saya merasa itu bukan hal yg positif, karena bermain game hingga rank tinggi dan tidak mendapatkan apa-apa dari game tersebut $menurut saya adalah hal yang sia-sia, karena banyak orang yang sudah mencapai rank tersebut$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"mendaptkan nilai b di antara teman teman yang lain, walaupun nilai yang lain a","mendaptkan nilai b di antara teman teman yang lain, walaupun nilai yang lain a",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya mendapatkan nilai kimia yang rendah ketika ulangan. Dan $saya selalu berpikir ketika ulangan kimia lagi, pasti saya akan remedi lagi.$","saya mendapatkan nilai kimia yang rendah ketika ulangan. dan $saya selalu berpikir ketika ulangan kimia lagi, pasti saya akan remedi lagi.$",Overgeneralization,Jumping to Conclusions,Ya,Overgeneralization → Ya
"Saya merupakan seseorang yang bisa dibilang sangat percaya dengan perasaan dan kata hati saya. Sehingga jika $saya kehilangan sesuatu, saya akan mengecek perasaan saya terlebih dahulu. Jika saya merasa gelisah, panik, dan jantung saya berdebar, itu menandakan bahwa barang saya benar- benar hilang.$ Namun, jika perasaan saya biasa saja itu menandakan bahwa barang saya tidak hilang. Dan hal tersebut selalu terjadi dan kebenarannya selalu dapat dipastikan.","saya merupakan seseorang yang bisa dibilang sangat percaya dengan perasaan dan kata hati saya. sehingga jika $saya kehilangan sesuatu, saya akan mengecek perasaan saya terlebih dahulu. jika saya merasa gelisah, panik, dan jantung saya berdebar, itu menandakan bahwa barang saya benar- benar hilang.$ namun, jika perasaan saya biasa saja itu menandakan bahwa barang saya tidak hilang. dan hal tersebut selalu terjadi dan kebenarannya selalu dapat dipastikan.",Emotional Reasoning,Personalization and Blame,Ya,Emotional Reasoning → Ya
Saya pernah mengalami kegagalan dalam beberapa kegiatan $sehingga aku selalu berpikir akan selalu gagal$,saya pernah mengalami kegagalan dalam beberapa kegiatan $sehingga aku selalu berpikir akan selalu gagal$,Fortune-telling,Jumping to Conclusions,Ya,Fortune-telling → Ya
"Misalnya, seorang teman pernah bertanya kepada saya, ""Apakah merokok itu halal atau haram?"" Jelas saya tidak menjawabnya dan balik bertanya, Mengapa kau tidak berpikir bahwa merokok itu mungkin mubah, sunah, atau makruh?","misalnya, seorang teman pernah bertanya kepada saya, ""apakah merokok itu halal atau haram?"" jelas saya tidak menjawabnya dan balik bertanya, mengapa kau tidak berpikir bahwa merokok itu mungkin mubah, sunah, atau makruh?",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saat disuruh oleh orang tua saya untuk memasak makanan, saya mengalami peristiwa yang menurut saya cukup membuat saya merasa membuat kesalahan. Seperti disaat saya membuat sayuran & Ifu Mie Telur Seafood, seharusnya saya menambahkan garam dan sedikit MSG kepada masakan saya tetapi saya lupa untuk menambahkan bahan makanan tersebut alhasil makanan itu hambar.","saat disuruh oleh orang tua saya untuk memasak makanan, saya mengalami peristiwa yang menurut saya cukup membuat saya merasa membuat kesalahan. seperti disaat saya membuat sayuran & ifu mie telur seafood, seharusnya saya menambahkan garam dan sedikit msg kepada masakan saya tetapi saya lupa untuk menambahkan bahan makanan tersebut alhasil makanan itu hambar.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Ketika tidak mendapatkan nilai ujian yang maksimal, $saya merasa seharusnya saya lebih giat belajar$","ketika tidak mendapatkan nilai ujian yang maksimal, $saya merasa seharusnya saya lebih giat belajar$",Should statement,Should statement,Ya,Should statement → Ya
Waktu scrim pubg kami sering evaluasi tim dimana pada posisi itu kami harus melawan tim yang ada di hadapan kami Namaun seharusnya kami tidak melawan tim tersebut,waktu scrim pubg kami sering evaluasi tim dimana pada posisi itu kami harus melawan tim yang ada di hadapan kami namaun seharusnya kami tidak melawan tim tersebut,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saat berbicara kepada orang lain, aku lebih banyak bicara spontan dan $seharusnya aku lebih banyak berpikir sebelum berbicara.$","saat berbicara kepada orang lain, aku lebih banyak bicara spontan dan $seharusnya aku lebih banyak berpikir sebelum berbicara.$",Should statement,Should statement,Ya,Should statement → Ya
"$Saya sering memberi label pada orang-orang yang keluar malam hari sebagai orang yang ""tidak beretika""$. Akhir-akhir ini saya berpikir bahwa itu merupakan cara saya untuk melarikan diri dari aktivitas di malam hari.","$saya sering memberi label pada orang-orang yang keluar malam hari sebagai orang yang ""tidak beretika""$. akhir-akhir ini saya berpikir bahwa itu merupakan cara saya untuk melarikan diri dari aktivitas di malam hari.",Labeling,All-or-nothing,Ya,Labeling → Ya
"Teman saya tidak menyapa pada saat saya latihan di gym, $saya kira dia memiliki dendam terhadap saya$. Beberapa hari setelahnya saya bertanya kepadanya dan ternyata dia hanya tidak ingin mengganggu latihan saya","teman saya tidak menyapa pada saat saya latihan di gym, $saya kira dia memiliki dendam terhadap saya$. beberapa hari setelahnya saya bertanya kepadanya dan ternyata dia hanya tidak ingin mengganggu latihan saya",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"saya pernah membantu teman saya dalam membereskan suatu masalah yang menurut saya itu adalah tanggung jawab saya dan itu masalah yang lumayan berat menurut saya, awalnya saya ingin membereskan itu tetapi malah makin panjangnya malah teman-teman yang saya bantu makin disalahkan dan saya juga merasa makin bersalah. walaupun teman saya mengatakan tidak apa-apa tapi saya bersalah ini adalah salah saya semua","saya pernah membantu teman saya dalam membereskan suatu masalah yang menurut saya itu adalah tanggung jawab saya dan itu masalah yang lumayan berat menurut saya, awalnya saya ingin membereskan itu tetapi malah makin panjangnya malah teman-teman yang saya bantu makin disalahkan dan saya juga merasa makin bersalah. walaupun teman saya mengatakan tidak apa-apa tapi saya bersalah ini adalah salah saya semua",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"ketika saya berada di dalam kelas dan ketika dosennya memiliki pertanyaan $seharusnya saya tidak takut untuk memberikan jawaban saya kepada dosen tersebut$ namun ketika temen saya memberikan jawaban yang sama dengan yang ada di dalam pikiran saya, saya malah menjadi kecewa dan berpikir bahwasanya seharusnya saya tidak ragu untuk menjawab","ketika saya berada di dalam kelas dan ketika dosennya memiliki pertanyaan $seharusnya saya tidak takut untuk memberikan jawaban saya kepada dosen tersebut$ namun ketika temen saya memberikan jawaban yang sama dengan yang ada di dalam pikiran saya, saya malah menjadi kecewa dan berpikir bahwasanya seharusnya saya tidak ragu untuk menjawab",Should statement,Should statement,Ya,Should statement → Ya
"Suatu kali, dalam sebuah pertanyaan sepele saat diskusi dengan teman-teman, saya merasa ragu untuk berbicara karena tidak yakin dengan jawaban saya. Ketika teman lain memberikan jawaban yang tampaknya lebih baik, $saya secara berlebihan membesar-besarkan rasa ketidakpercayaan diri saya dalam situasi tersebut. Saya merasa seolah-olah saya tidak memiliki kemampuan berbicara dengan baik$, padahal sebenarnya itu hanya sebuah pertanyaan sepele dan semua orang bisa memiliki pendapat yang berharga. Saya mengecilkan potensi komunikasi saya sendiri dengan cara yang tidak perlu.","suatu kali, dalam sebuah pertanyaan sepele saat diskusi dengan teman-teman, saya merasa ragu untuk berbicara karena tidak yakin dengan jawaban saya. ketika teman lain memberikan jawaban yang tampaknya lebih baik, $saya secara berlebihan membesar-besarkan rasa ketidakpercayaan diri saya dalam situasi tersebut. saya merasa seolah-olah saya tidak memiliki kemampuan berbicara dengan baik$, padahal sebenarnya itu hanya sebuah pertanyaan sepele dan semua orang bisa memiliki pendapat yang berharga. saya mengecilkan potensi komunikasi saya sendiri dengan cara yang tidak perlu.",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
"saya pernah mempunyai teman yang sangat moody an pada suatu hari saya sedang berkumpul dengan dia dan mengajak dia bercanda, $saya tidak mengerti kenapa dia seperti tidak suka dengan bercandaan saya karena mukanya seperti tidak suka$ dan saya tanya kenapa ternyata dia lagi mengalami datang bulan dan sakit sekali sehingga dia tidak sengaja membuat ekspresi muka seperti itu, bukan marah dengan saya","saya pernah mempunyai teman yang sangat moody an pada suatu hari saya sedang berkumpul dengan dia dan mengajak dia bercanda, $saya tidak mengerti kenapa dia seperti tidak suka dengan bercandaan saya karena mukanya seperti tidak suka$ dan saya tanya kenapa ternyata dia lagi mengalami datang bulan dan sakit sekali sehingga dia tidak sengaja membuat ekspresi muka seperti itu, bukan marah dengan saya",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Saat di salah satu mata kuliah yang menurut saya susah dan saya mendapatkan nilai memuaskan disitu, padahal $saya belum terlalu paham pasti jadi menurut saya itu hanya keberuntungan.$","saat di salah satu mata kuliah yang menurut saya susah dan saya mendapatkan nilai memuaskan disitu, padahal $saya belum terlalu paham pasti jadi menurut saya itu hanya keberuntungan.$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
Rupa fisikku tidak bisa dibilang indah dan banyak orang terutama lawan jenis yang mengatakan aku jelek sehingga aku percaya bahwa aku memang jelek dan tidak cantik. $Jika ada orang yang memuji aku cantik aku tidak percaya karena yang aku percaya aku adalah orang yang jelek$,rupa fisikku tidak bisa dibilang indah dan banyak orang terutama lawan jenis yang mengatakan aku jelek sehingga aku percaya bahwa aku memang jelek dan tidak cantik. $jika ada orang yang memuji aku cantik aku tidak percaya karena yang aku percaya aku adalah orang yang jelek$,Labeling,All-or-nothing,Ya,Labeling → Ya
"Kejadian yang sama, sudah dari jauh melihat orang yang dikenal tetapi saat didekati ternyata tidak dihiraukan","kejadian yang sama, sudah dari jauh melihat orang yang dikenal tetapi saat didekati ternyata tidak dihiraukan",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Suatu peristiwa dalam hidup saya terjadi ketika saya mendapatkan nilai bahasa inggris yang kurang memuaskan. Saat nilai ulangan tersebut tidak berjalan sesuai harapan dan mendapatkan hasil yang kurang, $saya mulai berpikir bahwa mungkin saya tidak memiliki kemampuan dalam berbahasa inggris.$ $Saya merasa bahwa nilai ini adalah bukti bahwa saya mungkin akan gagal dalam penugasan lainnya di masa depan.$ Saya mulai meragukan kemampuan diri sendiri dan menjadi lebih enggan untuk mengambil risiko. Saya bahkan kadang-kadang menghindari konteks bahasa inggris yang dianggap sulit atau berisiko. Namun, dengan waktu, saya menyadari bahwa pemikiran negatif ini sebenarnya hanya menghambat potensi saya. Saya belajar bahwa satu kegagalan atau kesalahan tidak harus menjadi prediksi untuk masa depan.","suatu peristiwa dalam hidup saya terjadi ketika saya mendapatkan nilai bahasa inggris yang kurang memuaskan. saat nilai ulangan tersebut tidak berjalan sesuai harapan dan mendapatkan hasil yang kurang, $saya mulai berpikir bahwa mungkin saya tidak memiliki kemampuan dalam berbahasa inggris.$ $saya merasa bahwa nilai ini adalah bukti bahwa saya mungkin akan gagal dalam penugasan lainnya di masa depan.$ saya mulai meragukan kemampuan diri sendiri dan menjadi lebih enggan untuk mengambil risiko. saya bahkan kadang-kadang menghindari konteks bahasa inggris yang dianggap sulit atau berisiko. namun, dengan waktu, saya menyadari bahwa pemikiran negatif ini sebenarnya hanya menghambat potensi saya. saya belajar bahwa satu kegagalan atau kesalahan tidak harus menjadi prediksi untuk masa depan.",Overgeneralization,Jumping to Conclusions,Ya,Overgeneralization → Ya
"$Teman saya tidak berbicara dengan saya di kelas, saya tau mereka bukan sengaja mengabaikan saya tapi saya merasa ditolak.$","$teman saya tidak berbicara dengan saya di kelas, saya tau mereka bukan sengaja mengabaikan saya tapi saya merasa ditolak.$",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
Selalu membesar-besarkan masalah padahal masalahnya tidak sebesar itu.,selalu membesar-besarkan masalah padahal masalahnya tidak sebesar itu.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
saya sering merasa bersalah mengenai banyak hal meskipun bukan saya penyebab permasalahannya sekalipun,saya sering merasa bersalah mengenai banyak hal meskipun bukan saya penyebab permasalahannya sekalipun,Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
Kadang melihat nilai IPK yang lain lebih tinggi. $Merasa ada kesalahan yang diperbuat makannya nilai IPK saya lebih rendah.$,kadang melihat nilai ipk yang lain lebih tinggi. $merasa ada kesalahan yang diperbuat makannya nilai ipk saya lebih rendah.$,Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
$Saya berpikir saya adalah orang yang gampang menyerah$ dan gampang untuk bangkit kembali,$saya berpikir saya adalah orang yang gampang menyerah$ dan gampang untuk bangkit kembali,Labeling,All-or-nothing,Ya,Labeling → Ya
"Setelah saya bermain volly bersama teman teman "" seharusnya "" saya memberikan kesempatan bagi teman saya untuk bermain.","setelah saya bermain volly bersama teman teman "" seharusnya "" saya memberikan kesempatan bagi teman saya untuk bermain.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"pada saat semester 2 saya kuliah, saya mendapat kan 1 mata kuliah ber predikat B+ sedangkan yang lainnya A. Padahal saya merasa pada mata kuliah itu saya sudah membuat tugas dgn tepat waktu dan tidak pernah izin kelas. Namun ternyata tugas saya tidak memenuhi syarat nilai bagus pada saat itu","pada saat semester 2 saya kuliah, saya mendapat kan 1 mata kuliah ber predikat b+ sedangkan yang lainnya a. padahal saya merasa pada mata kuliah itu saya sudah membuat tugas dgn tepat waktu dan tidak pernah izin kelas. namun ternyata tugas saya tidak memenuhi syarat nilai bagus pada saat itu",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saat porseni futsal fmipa saya bertugas menjadi seorang kiper, saya merasa menjadi seorang penyebab dari kebobolan gol yang tim saya alami, namun untungnya kami berhasil memenangkan turnamen karena saya meminta tukar kiper","saat porseni futsal fmipa saya bertugas menjadi seorang kiper, saya merasa menjadi seorang penyebab dari kebobolan gol yang tim saya alami, namun untungnya kami berhasil memenangkan turnamen karena saya meminta tukar kiper",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saat ada kumpul dengan teman SMA tiba-tiba teman saya nyeletuk ""ih kok kamu makin gendutan sekarang, pipinya gedee sekarang"". $Saya terus memikirkan komentar tersebut terlepas dari keadaan tubuh saya yang sudah dikatakan ideal oleh teman saya yang lain$","saat ada kumpul dengan teman sma tiba-tiba teman saya nyeletuk ""ih kok kamu makin gendutan sekarang, pipinya gedee sekarang"". $saya terus memikirkan komentar tersebut terlepas dari keadaan tubuh saya yang sudah dikatakan ideal oleh teman saya yang lain$",Mental filter,Mental filter,Ya,Mental filter → Ya
"Saya dulu pernah gagal pada saat tertolak sekolah SMA yang saya impikan, $saya sangat merasa marah pada diri saya sendiri karena sangat bodoh dan tidak berguna$, dan apa yang terjadi? Ternyata saya diterima pada jalur lain dan saya berhasil sekolah di SMA yang saya impikan tersebut. Jadi, hal yang saya lakukan itu, mengsalahkan diri sendiri dan mengklaim diri sendiri bodoh pada saat itu, hanyalah hal yang tidak berguna yang saya lakukan ke pada diri saya sendiri.","saya dulu pernah gagal pada saat tertolak sekolah sma yang saya impikan, $saya sangat merasa marah pada diri saya sendiri karena sangat bodoh dan tidak berguna$, dan apa yang terjadi? ternyata saya diterima pada jalur lain dan saya berhasil sekolah di sma yang saya impikan tersebut. jadi, hal yang saya lakukan itu, mengsalahkan diri sendiri dan mengklaim diri sendiri bodoh pada saat itu, hanyalah hal yang tidak berguna yang saya lakukan ke pada diri saya sendiri.",Labeling,All-or-nothing,Ya,Labeling → Ya
"Saya tidak begitu mengingat kapan terakhir kali saya merasa saya adalah penyebab dari suatu masalah karena biasanya bila pikiran seperti itu muncul, saya langsung menepisnya dan menanyakan pada diri sendiri apakah saat berpikir demikian saya bersikap rasional atau irasional. Saya biasanya akan mencoba untuk melupakan kejadian itu agar saya tidak terjebak di dalam perasaan yang campur aduk dalam kurun waktu yang lama.","saya tidak begitu mengingat kapan terakhir kali saya merasa saya adalah penyebab dari suatu masalah karena biasanya bila pikiran seperti itu muncul, saya langsung menepisnya dan menanyakan pada diri sendiri apakah saat berpikir demikian saya bersikap rasional atau irasional. saya biasanya akan mencoba untuk melupakan kejadian itu agar saya tidak terjebak di dalam perasaan yang campur aduk dalam kurun waktu yang lama.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya pernah melabeli diri saya sebagai $""Si Gampang Menyerah""$ karena saya dulu sering menyerah pada suatu bidang ketika ada orang lain yang saya anggap lebih baik dari saya.","saya pernah melabeli diri saya sebagai $""si gampang menyerah""$ karena saya dulu sering menyerah pada suatu bidang ketika ada orang lain yang saya anggap lebih baik dari saya.",Labeling,All-or-nothing,Ya,Labeling → Ya
ketika saya berpikir bahwa $saya adalah orang yang bodoh$ karena terlalu berharap pada orang lain,ketika saya berpikir bahwa $saya adalah orang yang bodoh$ karena terlalu berharap pada orang lain,Labeling,All-or-nothing,Ya,Labeling → Ya
"$Saya kira seseorang yang saya suka sudah mempunyai pacar,$ karena dia selalu pulang-pergi dengan adik kelas. Tapi ternyata mereka bersaudara :)","$saya kira seseorang yang saya suka sudah mempunyai pacar,$ karena dia selalu pulang-pergi dengan adik kelas. tapi ternyata mereka bersaudara :)",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"saat masuk SMA, saya diterima disalah satu SMA negeri jakarta tetapi karena jauh saya mengundurkan diri dan daftar di SMA swasta, dulu $saya berpikir seharusnya saya tidak mengundurkan diri dari SMAN tersebut$","saat masuk sma, saya diterima disalah satu sma negeri jakarta tetapi karena jauh saya mengundurkan diri dan daftar di sma swasta, dulu $saya berpikir seharusnya saya tidak mengundurkan diri dari sman tersebut$",Should statement,Should statement,Ya,Should statement → Ya
Saya pernah memberi label kepada orang lain karena saya merasa kesal dengan cara berbicaranya yang terlalu cepat.,saya pernah memberi label kepada orang lain karena saya merasa kesal dengan cara berbicaranya yang terlalu cepat.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saat saya berpikir bahwa saya tidak lolos ptn lewat jalus snbt, dari pikiran negatif tersebut akhirnya saya benar tidak lolos snbt.","saat saya berpikir bahwa saya tidak lolos ptn lewat jalus snbt, dari pikiran negatif tersebut akhirnya saya benar tidak lolos snbt.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya memiliki kecendrungan ketika berhadapan dengan situasi negatif, saya akan berpikir apakah saya telah melakukan kesalahan, apakah saya penyebab ini semua terjadi, dan $merasa bahwa semua hal yang dilakukan oleh orang-orang yang terlibat pada situasi tersebut bersikap aneh kepada saya.$ It's not a good sign, tapi saya sudah mencoba ynag terbaik untuk tidak terlalu memikirkna sesuatu yang belom tentu terjadi.","saya memiliki kecendrungan ketika berhadapan dengan situasi negatif, saya akan berpikir apakah saya telah melakukan kesalahan, apakah saya penyebab ini semua terjadi, dan $merasa bahwa semua hal yang dilakukan oleh orang-orang yang terlibat pada situasi tersebut bersikap aneh kepada saya.$ it's not a good sign, tapi saya sudah mencoba ynag terbaik untuk tidak terlalu memikirkna sesuatu yang belom tentu terjadi.",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Ketika saya memasuki SMP nilai-nilai saya mulai mengalami penurunan drastis, ini membuat $saya berpikir bahwa saya sebenarnya bodoh dan tidak bisa mendapat nilai tinggi lagi$, meskipun saya sebenarnya bisa saja mendapatkan nilai lumayan jika melihat track record saya saat SD yang masih mampu mendapatkan nilai tinggi. Hingga kini saya pikir peristiwa penurunan nilai tersebut membuat saya sangat pesimis.","ketika saya memasuki smp nilai-nilai saya mulai mengalami penurunan drastis, ini membuat $saya berpikir bahwa saya sebenarnya bodoh dan tidak bisa mendapat nilai tinggi lagi$, meskipun saya sebenarnya bisa saja mendapatkan nilai lumayan jika melihat track record saya saat sd yang masih mampu mendapatkan nilai tinggi. hingga kini saya pikir peristiwa penurunan nilai tersebut membuat saya sangat pesimis.",Labeling,All-or-nothing,Ya,Labeling → Ya
"Seharusnya tidak membantu seseorang berdasarkan ""perasaan""","seharusnya tidak membantu seseorang berdasarkan ""perasaan""",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya merasa sahabat saya melupakan saya dengan melakukan janji kita berdua bersama dengan orang lain, namun sebenarnya dia hanya khawatir karena saya sedang sakit kala itu","saya merasa sahabat saya melupakan saya dengan melakukan janji kita berdua bersama dengan orang lain, namun sebenarnya dia hanya khawatir karena saya sedang sakit kala itu",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya selalu menyaring omongan atau nasihat yang diberikan kepada saya karena tak semua omongan orang bisa dipercaya dan benar,saya selalu menyaring omongan atau nasihat yang diberikan kepada saya karena tak semua omongan orang bisa dipercaya dan benar,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya mendapatkan nilai B dalam mata kuliah dan saya kecewa karena menurut saya harusnya saya mendapatkan A tetapi saya melihat lagi bahwa saya telah melakukannya dengan baik tapi masih kurang memuaskan,saya mendapatkan nilai b dalam mata kuliah dan saya kecewa karena menurut saya harusnya saya mendapatkan a tetapi saya melihat lagi bahwa saya telah melakukannya dengan baik tapi masih kurang memuaskan,No Distortion,No Distortion,Tidak,No Distortion → Tidak
saya pernah mengalami kejadian anjing saya meninggal karena saya meninggalkannya bermain diluar rumah sehingga dia tergigit anjing liar dan tidak tertolong,saya pernah mengalami kejadian anjing saya meninggal karena saya meninggalkannya bermain diluar rumah sehingga dia tergigit anjing liar dan tidak tertolong,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Orang lain berfikir bahwa aku itu sombong karna tidak menyapanya tetapi aku rabun sjauh sehingga aku tidak dapat melihat dia sevara jelas,orang lain berfikir bahwa aku itu sombong karna tidak menyapanya tetapi aku rabun sjauh sehingga aku tidak dapat melihat dia sevara jelas,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Ketika aku mengikuti lomba dimana aku mengharapkan juara 1 atau tidak sama sekali.,ketika aku mengikuti lomba dimana aku mengharapkan juara 1 atau tidak sama sekali.,All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
"Dulu semasa SMA saya merasa semua pilihan saya salah. Karena setiap saya menetapkan untuk melakukan sesuatu, ditengah maupun diakhir pilihan tersebut saya merasa tertekan, batin, disalahkan, merugikan, dan hal-hal mengecewakan lainnya. itu membuat $saya memandang diri saya selalu salah dalam memilih.$","dulu semasa sma saya merasa semua pilihan saya salah. karena setiap saya menetapkan untuk melakukan sesuatu, ditengah maupun diakhir pilihan tersebut saya merasa tertekan, batin, disalahkan, merugikan, dan hal-hal mengecewakan lainnya. itu membuat $saya memandang diri saya selalu salah dalam memilih.$",Labeling,All-or-nothing,Ya,Labeling → Ya
Aku tetap mencintau diriku jadi tidak pernah berfikir seperti itu,aku tetap mencintau diriku jadi tidak pernah berfikir seperti itu,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Pada saat masih SMA saya sangat takut memulai perkuliahan hal yang saya takutnya yaitu tidak bisa mengikuti teman teman saya,pada saat masih sma saya sangat takut memulai perkuliahan hal yang saya takutnya yaitu tidak bisa mengikuti teman teman saya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya pernah berpikir pada salah satu teman saya seperti “kenapa sih dia? sok asik banget?” gitu. Saya berpikir begitu karena dia memang suka SKSD dengan orang.,saya pernah berpikir pada salah satu teman saya seperti “kenapa sih dia? sok asik banget?” gitu. saya berpikir begitu karena dia memang suka sksd dengan orang.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya terkadang merasa tidak pandai dalam berbicara di depan umum. Sehingga terkadang saya merasakan takut yang berlebihan ketika ingin berbicara dan malah membuat saya sering salah kata.,saya terkadang merasa tidak pandai dalam berbicara di depan umum. sehingga terkadang saya merasakan takut yang berlebihan ketika ingin berbicara dan malah membuat saya sering salah kata.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"$Dalam presentasi, saya seharusnya membawa materi dengan tenang dan tidak terburu-buru$","$dalam presentasi, saya seharusnya membawa materi dengan tenang dan tidak terburu-buru$",Should statement,Should statement,Ya,Should statement → Ya
"$Orang” memuji saya baik, lemah lembut dan juga peduli terhadap sekitar, namun ada satu orang terdekat saya mengatakan bahwa saya adalah orang yang egois dan ingin menang sendiri dalam segala hal, kata” tersebut sampai sekarang masih saya ingat$","$orang” memuji saya baik, lemah lembut dan juga peduli terhadap sekitar, namun ada satu orang terdekat saya mengatakan bahwa saya adalah orang yang egois dan ingin menang sendiri dalam segala hal, kata” tersebut sampai sekarang masih saya ingat$",Mental filter,Mental filter,Ya,Mental filter → Ya
Salah satu teman saya yang baik pernah melakukan satu kesalahan yaitu menabrakkan motor temennya,salah satu teman saya yang baik pernah melakukan satu kesalahan yaitu menabrakkan motor temennya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Dalam beberapa kesempatan, candaan yang dilontarkan teman mampu membuat saya overthinking. $Ketika teman saya mengatakan bahwa saya adalah “beban” (konteks bercanda) saya kadang merasa bahwa they really mean it.$","dalam beberapa kesempatan, candaan yang dilontarkan teman mampu membuat saya overthinking. $ketika teman saya mengatakan bahwa saya adalah “beban” (konteks bercanda) saya kadang merasa bahwa they really mean it.$",Mental filter,Mental filter,Ya,Mental filter → Ya
